Method Data,,,,,,
Method name,Panopea,,,,,
0.992,123,83.5,14,0.0075,,
1.0005,124,84.8,14,0.0075,,
1.009,125,86.3,14,0.0075,,
1.017,126,88,14,0.0075,,
1.025,127,89.3,14,0.008,,
1.033,128,90.8,14,0.008,,
1.0415,129,92.7,14,0.0075,,
1.05,130,94.6,14,0.0075,,
1.0585,131,96.5,14,0.0075,,
1.067,132,98.1,14,0.0085,,
1.0745,133,100.1,14,0.0075,,
1.083,134,101.9,14,0.0085,,
1.0915,135,104,14,0.0075,,
1.0995,136,106.3,14,0.0075,,
1.108,137,108.9,14,0.0075,,
1.1165,138,111.3,14,0.0085,,
1.124,139,114.2,14,0.0075,,
1.1325,140,117,14,0.0085,,
1.141,141,119.9,14,0.0075,,
1.1495,142,123.1,14,0.0075,,
1.158,143,126.5,14,0.0075,,
1.166,144,129.8,14,0.008,,
1.174,145,133.3,14,0.008,,
1.1825,146,136.9,14,0.0085,,
1.1905,147,140.3,14,0.0075,,
1.199,148,143.9,14,0.0075,,
1.2075,149,147.6,14,0.0075,,
1.216,150,150.9,14,0.0085,,
1.2235,151,154.4,14.1,0.0075,,
1.232,152,157.6,14.1,0.0085,,
1.2405,153,160.8,14.1,0.0075,,
1.249,154,163.9,14.1,0.0075,,
1.2575,155,166.5,14.1,0.0075,,
1.265,156,168.8,14.1,0.0075,,
1.273,157,171.1,14.1,0.008,,
1.2815,158,173.2,14.1,0.0085,,
1.29,159,175.1,14.1,0.0075,,
1.2985,160,177,14.1,0.0075,,
1.307,161,178.8,14.1,0.0075,,
1.3145,162,180.4,14.1,0.0075,,
1.323,163,182,14.1,0.0085,,
1.3315,164,183.4,14.1,0.0075,,
1.34,165,184.8,14.1,0.0075,,
1.3425,165,185,14.1,0.006,,
1.3425,405,188.8,14.6,0,,
1.343,406,188.8,14.6,0.0005,,
1.3445,407,188.8,14.6,0.001,,
1.347,408,188.9,14.6,0.002,,
1.351,410,189.2,14.6,0.0025,,
1.357,410,189.6,14.6,0.012,,
1.3655,412,190.3,14.6,0.0055,,
1.373,412,191.2,14.6,0.0185,,
1.3815,413,192.2,14.6,0.006,,
1.39,414,193.1,14.6,0.0055,,
1.3985,416,194.1,14.6,0.0055,,
1.4065,416,195,14.6,0.016,,
1.415,418,195.8,14.6,0.0055,,
1.4225,418,196.6,14.6,0.0185,,
1.431,419,197.5,14.6,0.006,,
1.4395,420,198.3,14.6,0.0055,,
1.448,422,199.1,14.6,0.0055,,
1.4565,422,199.8,14.6,0.017,,
1.465,423,200.6,14.6,0.006,,
1.4725,424,201.2,14.6,0.0055,,
1.481,425,202,14.6,0.006,,
1.489,426,202.7,14.6,0.0055,,
1.4975,428,203.3,14.6,0.0055,,
1.506,428,204,14.6,0.017,,
1.5135,429,204.5,14.6,0.0055,,
1.522,430,205.1,14.6,0.006,,
1.5305,431,205.7,14.6,0.006,,
1.539,432,206.3,14.6,0.0055,,
1.5475,434,206.9,14.6,0.0055,,
1.556,434,207.4,14.7,0.017,,
1.564,435,207.9,14.7,0.0055,,
1.572,436,208.5,14.7,0.0055,,
1.58,437,209.1,14.7,0.0055,,
1.5885,438,209.5,14.7,0.0055,,
1.597,440,210,14.7,0.0055,,
1.6055,440,210.5,14.7,0.017,,
1.613,441,211,14.7,0.0055,,
1.6215,442,211.4,14.7,0.006,,
1.63,443,211.9,14.7,0.006,,
1.6385,444,212.4,14.7,0.0055,,
1.6465,446,212.9,14.7,0.0055,,
1.655,446,213.3,14.7,0.017,,
1.6635,447,213.8,14.7,0.006,,
1.671,448,214.2,14.7,0.0055,,
1.6795,449,214.6,14.7,0.006,,
1.688,450,215,14.7,0.0055,,
1.6965,452,215.4,14.7,0.0055,,
1.705,452,215.8,14.7,0.017,,
1.713,453,216.2,14.7,0.0055,,
1.721,454,216.6,14.7,0.0055,,
1.729,455,216.9,14.7,0.0055,,
1.7375,456,217.3,14.7,0.0055,,
1.746,458,217.6,14.7,0.0055,,
1.7545,458,218.1,14.7,0.017,,
1.763,459,218.4,14.7,0.006,,
1.7705,460,218.8,14.7,0.0055,,
1.779,461,219.1,14.7,0.006,,
1.7875,462,219.5,14.7,0.0055,,
1.7955,464,219.8,14.7,0.0055,,
1.804,464,220.2,14.7,0.017,,
1.8125,465,220.4,14.7,0.006,,
1.82,466,220.8,14.7,0.0055,,
1.8285,467,221.1,14.7,0.006,,
1.837,468,221.4,14.7,0.0055,,
1.8455,470,221.7,14.7,0.0055,,
1.854,470,222.1,14.7,0.017,,
1.8615,471,222.3,14.7,0.0055,,
1.87,472,222.7,14.7,0.006,,
1.8785,473,222.9,14.8,0.006,,
1.8865,474,223.3,14.8,0.0055,,
1.895,476,223.5,14.8,0.0055,,
1.9035,476,223.8,14.8,0.017,,
1.911,477,224.1,14.8,0.0055,,
1.9195,478,224.4,14.8,0.006,,
1.928,479,224.7,14.8,0.006,,
1.9365,480,224.9,14.8,0.0055,,
1.945,482,225.3,14.8,0.0055,,
1.953,482,225.5,14.8,0.016,,
1.961,483,225.7,14.8,0.0055,,
1.969,484,226,14.8,0.0055,,
1.9775,485,226.2,14.8,0.006,,
1.986,486,226.5,14.8,0.0055,,
1.9945,488,226.7,14.8,0.0055,,
2.003,488,227,14.8,0.017,,
2.0105,489,227.3,14.8,0.0055,,
2.019,490,227.5,14.8,0.006,,
2.0275,491,227.7,14.8,0.006,,
2.036,492,227.9,14.8,0.0055,,
2.044,494,228.2,14.8,0.0055,,
2.0525,494,228.5,14.8,0.017,,
2.06,495,228.7,14.8,0.0055,,
2.0685,496,229,14.8,0.006,,
2.077,497,229.2,14.8,0.006,,
2.0855,498,229.4,14.8,0.0055,,
2.094,500,229.6,14.8,0.0055,,
2.1025,500,229.8,14.8,0.017,,
2.11,501,230.1,14.8,0.0055,,
2.1185,502,230.3,14.8,0.006,,
2.1265,503,230.5,14.8,0.0055,,
2.135,504,230.8,14.8,0.0055,,
2.1435,506,230.9,14.8,0.0055,,
2.152,506,231.1,14.8,0.017,,
2.1595,507,231.3,14.8,0.0055,,
2.168,508,231.5,14.8,0.006,,
2.1765,510,231.8,14.8,0.0055,,
2.185,510,232,14.8,0.017,,
2.193,512,232.2,14.9,0.0055,,
2.2015,512,232.4,14.9,0.017,,
2.209,513,232.6,14.9,0.0055,,
2.2175,514,232.8,14.9,0.006,,
2.226,516,233,14.9,0.0055,,
2.2345,516,233.1,14.9,0.017,,
2.243,518,233.4,14.9,0.0055,,
2.2515,518,233.6,14.9,0.017,,
2.259,519,233.8,14.9,0.0055,,
2.2675,520,234,14.9,0.006,,
2.2755,521,234.2,14.9,0.0055,,
2.283,522,234.3,14.9,0.005,,
2.289,524,234.5,14.9,0.004,,
2.292,524,234.7,14.9,0.006,,
2.294,525,234.7,14.9,0.0015,,
2.297,526,234.8,14.9,0.002,,
2.3015,527,234.9,14.9,0.003,,
2.307,528,234.9,14.9,0.0035,,
2.31,529,235,14.9,0.0025,,
Scope 1/1, Sample 6/9 (3A),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-21.8,15.3,NaN,,
0.001,1,-22.3,15.3,0.001,,
0.0025,2,-22.3,15.3,0.0015,,
0.005,3,-22.4,15.3,0.0025,,
0.009,4,-22.1,15.3,0.0035,,
0.015,5,-21.4,15.3,0.0055,,
0.0235,6,-20.3,15.3,0.0075,,
0.032,7,-18.5,15.3,0.0085,,
0.0395,8,-16,15.3,0.0075,,
0.048,9,-13.1,15.3,0.0075,,
0.0565,10,-10.4,15.3,0.0075,,
0.065,11,-7.8,15.3,0.0075,,
0.073,12,-5.4,15.3,0.0075,,
0.0815,13,-3.6,15.3,0.0085,,
0.089,14,-1.1,15.3,0.0075,,
0.0975,15,0,15.3,0.0075,,
0.106,16,1.5,15.3,0.0075,,
0.1145,17,2.8,15.3,0.0075,,
0.123,18,4,15.3,0.0075,,
0.1315,19,5.2,15.3,0.0085,,
0.139,20,6.1,15.3,0.0075,,
0.1475,21,7.1,15.3,0.0075,,
0.156,22,8.1,15.3,0.0075,,
0.164,23,9.2,15.3,0.0075,,
0.1725,24,10.2,15.3,0.0075,,
0.18,25,11,15.3,0.0075,,
0.1885,26,12,15.3,0.0085,,
0.197,27,12.9,15.3,0.0075,,
0.2055,28,13.8,15.3,0.0075,,
0.214,29,14.5,15.3,0.0075,,
0.2225,30,15.3,15.3,0.0075,,
0.23,31,16,15.3,0.0075,,
0.2385,32,16.8,15.3,0.0085,,
0.2465,33,17.5,15.3,0.0075,,
0.255,34,18.1,15.3,0.0075,,
0.2635,35,18.8,15.3,0.0075,,
0.272,36,19.6,15.3,0.0075,,
0.2795,37,20.2,15.3,0.0075,,
0.288,38,20.9,15.3,0.0085,,
0.2965,39,21.6,15.3,0.0075,,
0.305,40,22.3,15.3,0.0075,,
0.3135,41,23,15.3,0.0075,,
0.3215,42,23.6,15.3,0.0075,,
0.3295,43,24.3,15.4,0.008,,
0.3375,44,24.9,15.4,0.008,,
0.346,45,25.6,15.4,0.0075,,
0.3545,46,26.2,15.4,0.0075,,
0.363,47,26.9,15.4,0.0075,,
0.3715,48,27.6,15.4,0.0075,,
0.379,49,28.2,15.4,0.0075,,
0.3875,50,28.9,15.4,0.0085,,
0.396,51,29.6,15.4,0.0075,,
0.404,52,30.3,15.4,0.0075,,
0.4125,53,30.9,15.4,0.0075,,
0.421,54,31.6,15.4,0.0075,,
0.4285,55,32.3,15.4,0.0075,,
0.437,56,33,15.4,0.0085,,
0.4455,57,33.7,15.4,0.0075,,
0.454,58,34.4,15.4,0.0075,,
0.4625,59,35.1,15.4,0.0075,,
0.4705,60,35.8,15.4,0.0075,,
0.4785,61,36.5,15.4,0.008,,
0.4865,62,37.1,15.4,0.008,,
0.495,63,37.8,15.4,0.0075,,
0.5035,64,38.4,15.4,0.0075,,
0.512,65,39.2,15.4,0.0075,,
0.5205,66,39.8,15.4,0.0085,,
0.528,67,40.5,15.4,0.0075,,
0.5365,68,41.2,15.4,0.0085,,
0.545,69,41.9,15.4,0.0075,,
0.5535,70,42.6,15.4,0.0075,,
0.5615,71,43.3,15.4,0.0075,,
0.57,72,44,15.4,0.0075,,
0.5775,73,44.6,15.4,0.0075,,
0.586,74,45.2,15.4,0.0075,,
0.5945,75,45.8,15.4,0.0075,,
0.603,76,46.6,15.4,0.0075,,
0.6115,77,47.3,15.4,0.0075,,
0.62,78,47.9,15.4,0.0085,,
0.6275,79,48.7,15.4,0.0075,,
0.636,80,49.4,15.4,0.0075,,
0.644,81,50.1,15.4,0.0075,,
0.6525,82,50.9,15.5,0.0075,,
0.661,83,51.7,15.5,0.0075,,
0.6685,84,52.4,15.5,0.0075,,
0.677,85,53.1,15.5,0.0085,,
0.6855,86,53.8,15.5,0.0075,,
0.694,87,54.5,15.5,0.0075,,
0.7025,88,55.3,15.5,0.0075,,
0.711,89,56,15.5,0.0075,,
0.7185,90,56.8,15.5,0.0075,,
0.727,91,57.6,15.5,0.0085,,
0.735,92,58.4,15.5,0.0075,,
0.7435,93,59.2,15.5,0.0075,,
0.752,94,60.1,15.5,0.0075,,
0.7605,95,60.8,15.5,0.0075,,
0.769,96,61.5,15.5,0.0085,,
0.7765,97,62.4,15.5,0.0075,,
0.785,98,63.3,15.5,0.0075,,
0.7935,99,64.1,15.5,0.0075,,
0.8015,100,64.9,15.5,0.0075,,
0.81,101,65.7,15.5,0.0075,,
0.8175,102,66.5,15.5,0.0075,,
0.826,103,67.5,15.5,0.0085,,
0.8345,104,68.4,15.5,0.0075,,
0.843,105,69.5,15.5,0.0075,,
0.8515,106,70.4,15.5,0.0075,,
0.86,107,71.4,15.5,0.0075,,
0.8675,108,72.2,15.5,0.0075,,
0.876,109,73.1,15.5,0.0085,,
0.884,110,74,15.5,0.0075,,
0.8925,111,75,15.5,0.0075,,
0.901,112,76.1,15.5,0.0075,,
0.9095,113,77.2,15.5,0.0075,,
0.917,114,78.1,15.5,0.0075,,
0.9255,115,79.2,15.5,0.0085,,
0.934,116,80.4,15.5,0.0075,,
0.9425,117,81.6,15.5,0.0075,,
0.951,118,82.8,15.5,0.0075,,
0.959,119,83.9,15.5,0.0075,,
0.9675,120,85,15.5,0.0085,,
0.975,121,86.2,15.5,0.0075,,
0.9835,122,87.6,15.5,0.0075,,
0.992,123,88.9,15.6,0.0075,,
1.0005,124,90.3,15.6,0.0075,,
1.009,125,91.7,15.6,0.0075,,
1.0165,126,93.2,15.6,0.0075,,
1.025,127,94.8,15.6,0.0085,,
1.033,128,96.7,15.6,0.0075,,
1.0415,129,98.2,15.6,0.0075,,
1.05,130,100.1,15.6,0.0075,,
1.0585,131,101.8,15.6,0.0075,,
1.067,132,103.6,15.6,0.0085,,
1.0745,133,105.5,15.6,0.0075,,
1.083,134,107.7,15.6,0.0075,,
1.0915,135,110,15.6,0.0075,,
1.0995,136,112.5,15.6,0.0075,,
1.108,137,115,15.6,0.0075,,
1.1165,138,117.6,15.6,0.0085,,
1.124,139,120.1,15.6,0.0075,,
1.1325,140,123,15.6,0.0075,,
1.141,141,126,15.6,0.0075,,
1.1495,142,129.2,15.6,0.0075,,
1.158,143,132.9,15.6,0.0075,,
1.1655,144,136.4,15.6,0.0075,,
1.174,145,139.9,15.6,0.0085,,
1.1825,146,143.3,15.6,0.0075,,
1.1905,147,146.9,15.6,0.0075,,
1.199,148,150.4,15.6,0.0075,,
1.2075,149,153.9,15.6,0.0075,,
1.215,150,156.8,15.6,0.0075,,
1.2235,151,159.8,15.6,0.0085,,
1.232,152,162.8,15.6,0.0075,,
1.2405,153,165.8,15.6,0.0075,,
1.249,154,168.4,15.6,0.0075,,
1.257,155,170.8,15.6,0.0075,,
1.265,156,172.9,15.6,0.008,,
1.273,157,175,15.6,0.0075,,
1.2815,158,176.9,15.6,0.0075,,
1.29,159,178.7,15.6,0.0075,,
1.2985,160,180.4,15.6,0.0075,,
1.307,161,182,15.6,0.0075,,
1.3145,162,183.4,15.6,0.0075,,
1.323,163,184.9,15.7,0.0085,,
1.3255,163,185,15.6,0.006,,
1.3255,403,188.6,16,0,,
1.326,404,188.5,16,0.0005,,
1.3275,405,188.6,16,0.001,,
1.3305,406,188.7,16,0.002,,
1.334,408,189,16,0.0025,,
1.3405,408,189.5,16,0.013,,
1.3485,409,190.2,16,0.0055,,
1.356,410,191.3,16,0.0055,,
1.3645,411,192.4,16,0.006,,
1.373,412,193.3,16,0.0055,,
1.3815,414,194.4,16,0.0055,,
1.39,414,195.3,16.1,0.017,,
1.3975,415,196.1,16.1,0.0055,,
1.406,416,196.9,16.1,0.006,,
1.4145,417,197.7,16.1,0.006,,
1.4225,418,198.6,16.1,0.0055,,
1.431,420,199.4,16.1,0.0055,,
1.4395,420,200.2,16.1,0.017,,
1.447,421,200.9,16.1,0.0055,,
1.4555,422,201.7,16.1,0.006,,
1.464,423,202.4,16.1,0.006,,
1.4725,424,203.1,16.1,0.0055,,
1.481,426,203.8,16.1,0.0055,,
1.4895,426,204.5,16.1,0.017,,
1.497,427,205.1,16.1,0.0055,,
1.5055,428,205.7,16.1,0.006,,
1.5135,430,206.3,16.1,0.0055,,
1.522,430,206.9,16.1,0.017,,
1.5305,432,207.5,16.1,0.0055,,
1.539,432,208,16.1,0.021,,
1.5465,433,208.5,16.1,0.0055,,
1.555,434,209.1,16.1,0.006,,
1.5635,435,209.6,16.1,0.006,,
1.572,436,210.1,16.1,0.0055,,
1.58,438,210.7,16.1,0.0055,,
1.5885,438,211.2,16.1,0.017,,
1.596,439,211.6,16.1,0.0055,,
1.6045,440,212.2,16.1,0.006,,
1.613,441,212.6,16.1,0.006,,
1.6215,442,213.1,16.1,0.0055,,
1.63,444,213.6,16.1,0.0055,,
1.638,444,214,16.1,0.016,,
1.646,445,214.5,16.1,0.0055,,
1.654,446,214.9,16.1,0.0055,,
1.6625,447,215.3,16.1,0.006,,
1.671,448,215.7,16.1,0.0055,,
1.6795,450,216.2,16.1,0.0055,,
1.688,450,216.5,16.1,0.017,,
1.6955,451,216.8,16.1,0.0055,,
1.704,452,217.3,16.1,0.006,,
1.7125,453,217.7,16.1,0.006,,
1.721,454,218,16.1,0.0055,,
1.729,456,218.4,16.1,0.0055,,
1.7375,456,218.8,16.1,0.017,,
1.745,457,219.2,16.1,0.0055,,
1.7535,458,219.6,16.1,0.006,,
1.762,459,219.9,16.1,0.006,,
1.7705,460,220.3,16.1,0.0055,,
1.779,462,220.6,16.1,0.0055,,
1.7875,462,220.9,16.1,0.017,,
1.795,463,221.2,16.1,0.0055,,
1.8035,464,221.6,16.1,0.006,,
1.8115,465,221.8,16.1,0.0055,,
1.82,466,222.2,16.1,0.0055,,
1.8285,468,222.5,16.2,0.0055,,
1.837,468,222.9,16.2,0.017,,
1.8445,469,223.2,16.2,0.0055,,
1.853,470,223.4,16.2,0.006,,
1.8615,471,223.8,16.2,0.006,,
1.87,472,224.1,16.2,0.0055,,
1.8785,474,224.4,16.2,0.0055,,
1.8865,474,224.6,16.2,0.02,,
1.8945,475,224.9,16.2,0.0055,,
1.9025,476,225.2,16.2,0.0055,,
1.911,478,225.5,16.2,0.006,,
1.9195,478,225.8,16.2,0.017,,
1.928,480,226,16.2,0.0055,,
1.9365,480,226.4,16.2,0.017,,
1.944,481,226.6,16.2,0.0055,,
1.9525,482,226.9,16.2,0.006,,
1.961,484,227.1,16.2,0.0055,,
1.9695,484,227.5,16.2,0.017,,
1.9775,486,227.7,16.2,0.0055,,
1.9855,486,227.9,16.2,0.02,,
1.9935,487,228.2,16.2,0.0055,,
2.002,488,228.5,16.2,0.006,,
2.0105,490,228.7,16.2,0.0055,,
2.019,490,228.9,16.2,0.017,,
2.0275,492,229.2,16.2,0.0055,,
2.035,492,229.4,16.2,0.0185,,
2.0435,493,229.6,16.2,0.006,,
2.0515,494,229.8,16.2,0.0055,,
2.06,496,230.1,16.2,0.0055,,
2.0685,496,230.4,16.2,0.017,,
2.077,498,230.6,16.2,0.0055,,
2.0845,498,230.7,16.2,0.0185,,
2.093,499,231,16.2,0.006,,
2.1015,500,231.2,16.2,0.006,,
2.11,502,231.5,16.2,0.0055,,
2.1185,502,231.7,16.2,0.017,,
2.1265,504,232,16.2,0.0055,,
2.135,504,232.1,16.2,0.021,,
2.1425,505,232.4,16.2,0.0055,,
2.151,506,232.6,16.2,0.006,,
2.1595,508,232.8,16.2,0.0055,,
2.168,508,233.1,16.2,0.017,,
2.1765,510,233.2,16.2,0.0055,,
2.185,510,233.4,16.2,0.021,,
2.1925,511,233.6,16.2,0.0055,,
2.201,512,233.8,16.2,0.006,,
2.209,514,234,16.3,0.0055,,
2.217,514,234.2,16.3,0.016,,
2.2235,516,234.4,16.3,0.0045,,
2.227,516,234.5,16.3,0.007,,
2.2275,517,234.6,16.3,0.0005,,
2.2285,518,234.7,16.3,0.0005,,
2.2295,519,234.7,16.3,0.0005,,
2.231,520,234.7,16.3,0.001,,
2.233,522,234.7,16.3,0.0015,,
2.235,522,234.8,16.3,0.004,,
2.238,523,234.9,16.3,0.002,,
2.242,524,234.9,16.3,0.003,,
2.246,525,235,16.3,0.003,,
Scope 1/1, Sample 7/9 (3B),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-22.4,16.2,NaN,,
0.001,1,-22.8,16.2,0.001,,
0.0025,2,-22.8,16.2,0.0015,,
0.005,3,-22.8,16.2,0.0025,,
0.009,4,-22.5,16.2,0.0035,,
0.015,5,-22,16.2,0.0055,,
0.0235,6,-20.8,16.2,0.0075,,
0.032,7,-19.2,16.2,0.0085,,
0.0395,8,-16.8,16.2,0.0075,,
0.048,9,-14.1,16.2,0.0075,,
0.0565,10,-11.4,16.2,0.0075,,
0.065,11,-8.9,16.2,0.0075,,
0.0735,12,-6.5,16.2,0.0075,,
0.081,13,-4.8,16.2,0.0075,,
0.0895,14,-2.7,16.2,0.0085,,
0.098,15,-0.3,16.2,0.0075,,
0.106,16,0.4,16.2,0.0075,,
0.1145,17,1.7,16.2,0.0075,,
0.123,18,2.9,16.2,0.0075,,
0.1305,19,4,16.2,0.0075,,
0.139,20,5,16.2,0.0085,,
0.1475,21,6,16.2,0.0075,,
0.156,22,6.9,16.2,0.0075,,
0.1645,23,7.9,16.2,0.0075,,
0.173,24,8.9,16.2,0.0075,,
0.1805,25,9.7,16.2,0.0075,,
0.189,26,10.7,16.2,0.0075,,
0.197,27,11.5,16.2,0.0075,,
0.2055,28,12.4,16.2,0.0075,,
0.214,29,13.3,16.2,0.0075,,
0.2225,30,13.9,16.2,0.0085,,
0.23,31,14.8,16.2,0.0075,,
0.2385,32,15.5,16.2,0.0085,,
0.247,33,16.2,16.3,0.0075,,
0.2555,34,16.9,16.3,0.0075,,
0.2635,35,17.6,16.3,0.0075,,
0.272,36,18.3,16.3,0.0085,,
0.2795,37,19.1,16.3,0.0075,,
0.288,38,19.7,16.3,0.0075,,
0.2965,39,20.5,16.3,0.0075,,
0.305,40,21.2,16.3,0.0075,,
0.3135,41,21.9,16.3,0.0075,,
0.322,42,22.5,16.3,0.0085,,
0.3295,43,23.1,16.3,0.0075,,
0.338,44,23.8,16.3,0.0075,,
0.3465,45,24.5,16.3,0.0075,,
0.3545,46,25.1,16.3,0.0075,,
0.363,47,25.8,16.3,0.0075,,
0.3715,48,26.4,16.3,0.0085,,
0.379,49,27.2,16.3,0.0075,,
0.3875,50,27.8,16.3,0.0075,,
0.396,51,28.4,16.3,0.0075,,
0.4045,52,29.1,16.3,0.0075,,
0.413,53,29.9,16.3,0.0075,,
0.4205,54,30.4,16.3,0.0075,,
0.429,55,31.1,16.3,0.0085,,
0.4375,56,31.8,16.3,0.0075,,
0.4455,57,32.5,16.3,0.0075,,
0.454,58,33.2,16.3,0.0075,,
0.4625,59,33.8,16.3,0.0075,,
0.47,60,34.5,16.3,0.0075,,
0.4785,61,35.2,16.3,0.0075,,
0.487,62,35.8,16.3,0.0075,,
0.4955,63,36.6,16.3,0.0075,,
0.504,64,37.3,16.3,0.0075,,
0.5115,65,37.8,16.3,0.0075,,
0.52,66,38.6,16.3,0.0085,,
0.5285,67,39.2,16.3,0.0075,,
0.5365,68,39.9,16.3,0.0075,,
0.545,69,40.6,16.3,0.0075,,
0.5535,70,41.2,16.3,0.0075,,
0.562,71,41.9,16.3,0.0085,,
0.5695,72,42.6,16.3,0.0075,,
0.578,73,43.3,16.3,0.0085,,
0.5865,74,44,16.3,0.0075,,
0.595,75,44.7,16.3,0.0075,,
0.603,76,45.4,16.3,0.0075,,
0.6115,77,46.1,16.3,0.0085,,
0.619,78,46.9,16.3,0.0075,,
0.6275,79,47.6,16.4,0.0075,,
0.636,80,48.4,16.3,0.0075,,
0.6445,81,49.1,16.3,0.0075,,
0.653,82,49.8,16.4,0.0075,,
0.6615,83,50.4,16.4,0.0085,,
0.669,84,51.2,16.4,0.0075,,
0.6775,85,52,16.4,0.0075,,
0.6855,86,52.8,16.4,0.0075,,
0.694,87,53.5,16.4,0.0075,,
0.7025,88,54.2,16.4,0.0075,,
0.711,89,54.9,16.4,0.0085,,
0.7185,90,55.8,16.4,0.0075,,
0.727,91,56.5,16.4,0.0075,,
0.7355,92,57.3,16.4,0.0075,,
0.744,93,58.1,16.4,0.0075,,
0.752,94,58.8,16.4,0.0075,,
0.7605,95,59.5,16.4,0.0085,,
0.768,96,60.3,16.4,0.0075,,
0.7765,97,61,16.4,0.0075,,
0.785,98,61.9,16.4,0.0075,,
0.7935,99,62.8,16.4,0.0075,,
0.802,100,63.5,16.4,0.0075,,
0.8095,101,64.1,16.4,0.0075,,
0.818,102,65.2,16.4,0.0085,,
0.8265,103,65.9,16.4,0.0075,,
0.835,104,66.8,16.4,0.0075,,
0.843,105,67.6,16.4,0.0075,,
0.8515,106,68.4,16.4,0.0075,,
0.86,107,69.3,16.4,0.0085,,
0.8675,108,70.2,16.4,0.0075,,
0.876,109,71.1,16.4,0.0075,,
0.8845,110,72,16.4,0.0075,,
0.893,111,73,16.4,0.0075,,
0.9015,112,73.9,16.4,0.0075,,
0.9095,113,74.9,16.4,0.008,,
0.917,114,75.8,16.4,0.0075,,
0.9255,115,76.8,16.4,0.0075,,
0.934,116,77.9,16.4,0.0075,,
0.9425,117,79.1,16.4,0.0075,,
0.951,118,80.1,16.4,0.0075,,
0.9595,119,81.3,16.4,0.0075,,
0.967,120,82.3,16.4,0.0075,,
0.9755,121,83.5,16.4,0.0075,,
0.9835,122,84.6,16.4,0.0075,,
0.992,123,85.8,16.4,0.0075,,
1.0005,124,87,16.4,0.0075,,
1.009,125,88.5,16.4,0.0075,,
1.0165,126,89.8,16.4,0.0075,,
1.025,127,91.2,16.4,0.0085,,
1.0335,128,92.6,16.5,0.0075,,
1.042,129,94.1,16.5,0.0075,,
1.05,130,95.7,16.5,0.0075,,
1.0585,131,97.4,16.5,0.0075,,
1.066,132,98.8,16.5,0.0075,,
1.0745,133,100.5,16.5,0.0075,,
1.083,134,102.4,16.5,0.0075,,
1.0915,135,104.4,16.5,0.0075,,
1.1,136,106.4,16.5,0.0075,,
1.1085,137,108.3,16.5,0.0085,,
1.116,138,110.5,16.5,0.0075,,
1.1245,139,113,16.5,0.0075,,
1.133,140,115.6,16.5,0.0075,,
1.141,141,118.5,16.5,0.0075,,
1.1495,142,121.3,16.5,0.0075,,
1.158,143,124,16.5,0.0085,,
1.1655,144,127.1,16.5,0.0075,,
1.174,145,130.4,16.5,0.0075,,
1.1825,146,133.8,16.5,0.0075,,
1.191,147,137.3,16.5,0.0075,,
1.1995,148,140.9,16.5,0.0075,,
1.207,149,144.1,16.5,0.0075,,
1.2155,150,147.6,16.5,0.0085,,
1.224,151,151.2,16.5,0.0075,,
1.232,152,154.9,16.5,0.0075,,
1.2405,153,158.2,16.5,0.0075,,
1.249,154,161.3,16.5,0.0075,,
1.2565,155,163.9,16.5,0.0075,,
1.265,156,166.6,16.5,0.0085,,
1.2735,157,169,16.5,0.0075,,
1.282,158,171.5,16.5,0.0075,,
1.2905,159,173.6,16.5,0.0075,,
1.299,160,175.7,16.5,0.0075,,
1.3065,161,177.4,16.5,0.0075,,
1.3145,162,179.2,16.5,0.008,,
1.323,163,180.9,16.5,0.0075,,
1.3315,164,182.4,16.5,0.0075,,
1.34,165,183.9,16.5,0.0075,,
1.348,166,185,16.5,0.0075,,
1.348,406,188.6,16.9,0,,
1.3485,407,188.6,16.9,0.0005,,
1.35,408,188.6,16.9,0.001,,
1.3525,409,188.7,16.9,0.002,,
1.3565,410,189,16.9,0.003,,
1.363,411,189.5,16.9,0.005,,
1.3715,412,190.3,16.9,0.0065,,
1.379,413,191.2,16.9,0.006,,
1.3875,414,192.3,16.9,0.007,,
1.396,415,193.3,16.9,0.007,,
1.404,416,194.2,16.9,0.006,,
1.4125,417,195.1,16.9,0.0065,,
1.421,418,196.1,16.9,0.0065,,
1.4285,419,196.9,16.9,0.006,,
1.437,420,197.8,16.9,0.007,,
1.4455,421,198.7,16.9,0.007,,
1.454,422,199.4,16.9,0.0065,,
1.4625,423,200.2,16.9,0.0065,,
1.4705,424,201,16.9,0.006,,
1.4785,425,201.6,16.9,0.0065,,
1.487,426,202.3,16.9,0.007,,
1.495,427,203,16.9,0.0065,,
1.5035,428,203.8,16.9,0.0065,,
1.512,429,204.4,16.9,0.0065,,
1.5205,430,205.1,16.9,0.0065,,
1.528,431,205.6,16.9,0.006,,
1.5365,432,206.2,16.9,0.007,,
1.545,433,206.9,16.9,0.007,,
1.5535,434,207.4,16.9,0.0065,,
1.5615,435,208,16.9,0.006,,
1.57,436,208.6,16.9,0.0065,,
1.5775,437,209.1,16.9,0.006,,
1.586,438,209.6,16.9,0.007,,
1.5945,439,210.1,16.9,0.0065,,
1.603,440,210.6,16.9,0.0065,,
